26421739	<Author><Name>Cámara B</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Suzuki S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Nealson KH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Wierzchos J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ascaso C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Artieda O</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>de Los Ríos A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Ignimbrite textural properties as determinants of endolithic colonization patterns from hyper-arid Atacama Desert.	Int Microbiol	2014 Sep
22149750	<Author><Name>Parro V</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>de Diego-Castilla G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Moreno-Paz M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Blanco Y</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Cruz-Gil P</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Rodríguez-Manfredi JA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Fernández-Remolar D</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gómez F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gómez MJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Rivas LA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Demergasso C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Echeverría A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Urtuvia VN</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ruiz-Bermejo M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>García-Villadangos M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Postigo M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sánchez-Román M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Chong-Díaz G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gómez-Elvira J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	A microbial oasis in the hypersaline Atacama subsurface discovered by a life detector chip: implications for the search for life on Mars.	Astrobiology	2011 Dec
22142737	<Author><Name>Degtjareva GV</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Valiejo-Roman CM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Samigullin TH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Guara-Requena M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sokoloff DD</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Phylogenetics of Anthyllis (Leguminosae: Papilionoideae: Loteae): Partial incongruence between nuclear and plastid markers, a long branch problem and implications for morphological evolution.	Mol Phylogenet Evol	2012 Feb
22138159	<Author><Name>Zecca G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Abbott JR</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sun WB</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Spada A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sala F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Grassi F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	The timing and the mode of evolution of wild grapes (Vitis).	Mol Phylogenet Evol	2012 Feb
22136239	<Author><Name>Zhao YH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gozlan RE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Zhang CG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Out of sight out of mind: current knowledge of Chinese cave fishes.	J Fish Biol	2011 Dec
22133021	<Author><Name>Ngugi DK</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Antunes A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Brune A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Stingl U</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Biogeography of pelagic bacterioplankton across an antagonistic temperature-salinity gradient in the Red Sea.	Mol Ecol	2012 Jan
22123652	<Author><Name>Bates ST</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Nash TH 3rd</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Garcia-Pichel F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Patterns of diversity for fungal assemblages of biological soil crusts from the southwestern United States.	Mycologia	2012 Mar-Apr
22122941	<Author><Name>Delsuc F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Superina M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Tilak MK</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Douzery EJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hassanin A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Molecular phylogenetics unveils the ancient evolutionary origins of the enigmatic fairy armadillos.	Mol Phylogenet Evol	2012 Feb
22113826	<Author><Name>Kolman MA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Torres LL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Martin ML</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Salerno GL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Sucrose synthase in unicellular cyanobacteria and its relationship with salt and hypoxic stress.	Planta	2012 May
22082251	<Author><Name>Lippold S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Matzke NJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Reissmann M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hofreiter M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Whole mitochondrial genome sequencing of domestic horses reveals incorporation of extensive wild horse diversity during domestication.	BMC Evol Biol	2011 Nov 14
22080411	<Author><Name>Santhanam R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Okoro CK</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Rong X</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Huang Y</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bull AT</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Andrews BA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Asenjo JA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Weon HY</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Goodfellow M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Streptomyces deserti sp. nov., isolated from hyper-arid Atacama Desert soil.	Antonie Van Leeuwenhoek	2012 Mar
22080256	<Author><Name>McGuire KL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Fierer N</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bateman C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Treseder KK</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Turner BL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Fungal community composition in neotropical rain forests: the influence of tree diversity and precipitation.	Microb Ecol	2012 May
22038036	<Author><Name>Becklin KM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hertweck KL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Jumpponen A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Host identity impacts rhizosphere fungal communities associated with three alpine plant species.Microb Ecol	2012 Apr
22038034	<Author><Name>Bachar A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Soares MI</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gillor O</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	The effect of resource islands on abundance and diversity of bacteria in arid soils.	Microb Ecol	2012 Apr
22035208	<Author><Name>Fletcher LE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Conley CA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Valdivia-Silva JE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Perez-Montaño S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Condori-Apaza R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Kovacs GT</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Glavin DP</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>McKay CP</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Determination of low bacterial concentrations in hyperarid Atacama soils: comparison of biochemical and microscopy methods with real-time quantitative PCR.	Can J Microbiol	2011 Nov
22030728	<Author><Name>Rabosky DL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Cowan MA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Talaba AL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Lovette IJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Species interactions mediate phylogenetic community structure in a hyperdiverse lizard assemblage from arid Australia.	Am Nat	2011 Nov
22012926	<Author><Name>Demaio PH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Barfuss MH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Kiesling R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Till W</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Chiapella JO</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Molecular phylogeny of Gymnocalycium (Cactaceae): assessment of alternative infrageneric systems, a new subgenus, and trends in the evolution of the genus.	Am J Bot	2011 Nov
21990065	<Author><Name>Casas-Vargas A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Gómez A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Briceño I</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Díaz-Matallana M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bernal JE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Rodríguez JV</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	High genetic diversity on a sample of pre-Columbian bone remains from Guane territories in northwestern Colombia.	Am J Phys Anthropol	2011 Dec
21982877	<Author><Name>Di Rocco F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Posik DM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ripoli MV</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Díaz S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Maté ML</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Giovambattista G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Vidal-Rioja L</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	South American camelid illegal traffic detection by means of molecular markers.	Leg Med (Tokyo)	2011 Nov
21979996	<Author><Name>Sekiryu T</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Oguchi Y</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Arai S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Wada I</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Iida T</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Autofluorescence of the cells in human subretinal fluid.	Invest Ophthalmol Vis Sci	2011 Oct 31
21978175	<Author><Name>Kumar S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bellis C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Zlojutro M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Melton PE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Blangero J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Curran JE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Large scale mitochondrial sequencing in Mexican Americans suggests a reappraisal of Native American origins.	BMC Evol Biol	2011 Oct 7
21977432	<Author><Name>Comanns P</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Effertz C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hischen F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Staudt K</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Böhme W</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Baumgartner W</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Moisture harvesting and water transport through specialized micro-structures on the integument of lizards.	Beilstein J Nanotechnol	2011
21973053	<Author><Name>Godínez-Alvarez H</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Morín C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Rivera-Aguilar V</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Germination, survival and growth of three vascular plants on biological soil crusts from a Mexican tropical desert.	Plant Biol (Stuttg)	2012 Jan
21961908	<Author><Name>Almeida FC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Giannini NP</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>DeSalle R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Simmons NB</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Evolutionary relationships of the old world fruit bats (Chiroptera, Pteropodidae): another star phylogeny?	BMC Evol Biol	2011 Sep 30
21959843	<Author><Name>Andrushko VA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Torres EC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Skeletal evidence for Inca warfare from the Cuzco region of Peru.	Am J Phys Anthropol	2011 Nov
23761338	<Author><Name>Cowan DA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sohm JA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Makhalanyane TP</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Capone DG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Green TG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Cary SC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Tuffin IM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Hypolithic communities: important nitrogen sources in Antarctic desert soils.	Environ Microbiol Rep	2011 Oct
21951343	<Author><Name>Dang H</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Chen R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Wang L</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Shao S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Dai L</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ye Y</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Guo L</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Huang G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Klotz MG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Molecular characterization of putative biocorroding microbiota with a novel niche detection of Epsilon- and Zetaproteobacteria in Pacific Ocean coastal seawaters.	Environ Microbiol	2011 Nov
21945583	<Author><Name>Flores JC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bologna M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Urzagasti D</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	A mathematical model for the Andean Tiwanaku civilization collapse: climate variations.	J Theor Biol	2011 Dec 21
21938598	<Author><Name>Jorge-Villar SE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Edwards HG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Benning LG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>AMASE 2004 team</Name><AuthType>CollectiveName</AuthType><ClusterID></ClusterID></Author>	Raman spectroscopic analysis of arctic nodules: relevance to the astrobiological exploration of Mars.	Anal Bioanal Chem	2011 Nov
21930419	<Author><Name>Osterrothová K</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Jehlička J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Investigation of biomolecules trapped in fluid inclusions inside halite crystals by Raman spectroscopy.	Spectrochim Acta A Mol Biomol Spectrosc	2011 Dec
21913177	<Author><Name>Raff JA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bolnick DA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Tackney J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>O'Rourke DH</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Ancient DNA perspectives on American colonization and population history.	Am J Phys Anthropol	2011 Dec
21912695	<Author><Name>Köberl M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Müller H</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ramadan EM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Berg G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Desert farming benefits from microbial potential in arid soils and promotes diversity and plant health.	PLoS One	2011
21912644	<Author><Name>De Luca G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Barakat M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ortet P</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Fochesato S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Jourlin-Castelli C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Ansaldi M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Py B</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Fichant G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Coutinho PM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Voulhoux R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bastien O</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Maréchal E</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Henrissat B</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Quentin Y</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Noirot P</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Filloux A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Méjean V</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>DuBow MS</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Barras F</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Barbe V</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Weissenbach J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Mihalcescu I</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Verméglio A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Achouak W</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Heulin T</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	The cyst-dividing bacterium Ramlibacter tataouinensis TTB310 genome reveals a well-stocked toolbox for adaptation to a desert environment.	PLoS One	2011
21907812	<Author><Name>Heideman NJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Mulcahy DG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sites JW Jr</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hendricks MG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Daniels SR</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Cryptic diversity and morphological convergence in threatened species of fossorial skinks in the genus Scelotes (Squamata: Scincidae) from the Western Cape Coast of South Africa: implications for species boundaries, digit reduction and conservation.	Mol Phylogenet Evol	2011 Dec
21900612	<Author><Name>Korotkova N</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Borsch T</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Quandt D</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Taylor NP</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Müller KF</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Barthlott W</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	What does it take to resolve relationships and to identify species with molecular markers? An example from the epiphytic Rhipsalideae (Cactaceae).	Am J Bot	2011 Sep
21892352	<Author><Name>Wang YN</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Shao CL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Zheng CJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Chen YY</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Wang CY</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Diversity and antibacterial activities of fungi derived from the Gorgonian Echinogorgia rebekka from the South China Sea.Mar Drugs	2011
21889918	<Author><Name>Cockerton S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>McManus K</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Buckleton J</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Interpreting lineage markers in view of subpopulation effects.	Forensic Sci Int Genet	2012 May
21885769	<Author><Name>Service RF</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Algae's second try.	Science	2011 Sep 2
21884362	<Author><Name>Hawes I</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Sumner DY</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Andersen DT</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Mackey TJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Legacies of recent environmental change in the benthic communities of Lake Joyce, a perennially ice-covered Antarctic lake.	Geobiology	2011 Sep
21880778	<Author><Name>Mason VC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Li G</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Helgen KM</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Murphy WJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Efficient cross-species capture hybridization and next-generation sequencing of mitochondrial genomes from noninvasively sampled museum specimens.	Genome Res	2011 Oct
21879833	<Author><Name>Northup DE</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Melim LA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Spilde MN</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hathaway JJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Garcia MG</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Moya M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Stone FD</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Boston PJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Dapkevicius ML</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Riquelme C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Lava cave microbial communities within mats and secondary mineral deposits: implications for life detection on other planets.	Astrobiology	2011 Sep
21871967	<Author><Name>Feldman CR</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Flores-Villela O</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Papenfuss TJ</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Phylogeny, biogeography, and display evolution in the tree and brush lizard genus Urosaurus (Squamata: Phrynosomatidae).	Mol Phylogenet Evol	2011 Dec
21833332	<Author><Name>Goldfarb KC</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Karaoz U</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Hanson CA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Santee CA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bradford MA</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Treseder KK</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Wallenstein MD</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Brodie EL</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Differential growth responses of soil bacterial taxa to carbon substrates of varying chemical recalcitrance.	Front Microbiol	2011
21805463	<Author><Name>de Azevedo S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Nocera A</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Paschetta C</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Castillo L</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>González M</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>González-José R</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Evaluating microevolutionary models for the early settlement of the New World: the importance of recurrent gene flow with Asia.	Am J Phys Anthropol	2011 Dec
23761312	<Author><Name>Tin S</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Bizzoco RW</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author><Author><Name>Kelley ST</Name><AuthType>Author</AuthType><ClusterID></ClusterID></Author>	Role of the terrestrial subsurface in shaping geothermal spring microbial communities.	Environ Microbiol Rep	2011 Aug
